area,district,min_age,max_age,age_summary,gender,income_category,income_summary,personal_category,personal_summary,household_category,household_summary,support_type,support_summary,application_method,application_summary,benefit_category,benefit_summary,start_date,end_date,date_summary,benefit_details,source,additional_data,keywords,서비스ID
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 산지위판장, 도매시장 법인, 중도매인 등 지원내용: 산지위판장 및 수산물 도매시장 어대금 결제자금, 직거래 자금 등 융자지원(금리 ",모름,아니오,"['산지', '및', '소비지']",119200000027
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 어업경영체(어업인, 어업법인 등) 지원내용: 수산업경영회생자금 지원(5년 거치, 7년 균분 상환/ 융자금리 1) - 지원대상자금: ",모름,아니오,['수산경영인회생자금'],119200000044
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 어업경영체(어업인, 어업법인 등) 지원내용: 어업경영자금 융자(수협은행 및 단위수협) 신청기한: 연중 신청방법: 방문신청",모름,아니오,"['어업경영자금', '지원']",119200000045
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: tac 참여 어업인(단, 제주도 소라 채취 어업인은 및 tac 참여 1단계 어업인은 제외) 지원내용: tac 참여 어업인 대상 경영",모름,아니오,"['tac', '참여어업인', '경영개선자금']",119200000053
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 해운법 제4조에 따른 내항여객운송사업자 해운법 제24조에 따른 내항 화물 운송사업자 해운법 제33조에 따른 선박대여업자 지원내용: ,모름,아니오,"['연안선박', '현대화', '지원']",119200000055
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: (대상)수산업법제41조에 따라 연근해어업의 허가를 받은 어업인 연안어업과 구획어업은 차세대 안전복지형 어선개발(rd) 사업으로 개발,모름,아니오,"['안전복지형', '연근해어선', '기반구축']",119200000056
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 사업 지원 대상자격을 갖춘 어업경영체(신청인 : 어업경영체에 등록된 경영주)로 경영주 및 경영주외 어업인 지원내용: 최대 12만원(,모름,아니오,"['어업활동', '지원']",119200000059
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 어업인 및 단체의 역량 강화 교육이 가능한 기관 혹은 단체 지원내용: 어업인 혹은 어업인 단체의 역량강화 교육 여성어업인, 다문화가",모름,아니오,"['어업인', '역량', '강화']",119200000066
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 어업인(법정의무교육으로 매년 4시간 교육 이수사항) 지원내용: 어선안전조업법의 법정교육으로 연 1회(4시간) 어선의 선주, 선장, ",모름,아니오,['어업인안전조업교육지원'],119200000067
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 어업인 후계자로 선정된 지 5년 이내인자 또는 귀어 후 5개년 이내인 자 당년(이월사업 포함) 귀어 창업자금 지원(예정) 자 지원내,모름,아니오,['창업어가멘토링지원'],119200000070
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 어업인 및 어업에 종사하고자 하는 자, 수산업경영인(어업인 후계자) 등 지원내용: 교육비 : 무상교육 교육내용 및 방법 - 교육일수",모름,아니오,['어업인및어업인후계자교육지원수산업경영인교육'],119200000073
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: (지원대상)개인 및 법인(천일염 생산자), 공기업, 천일염 영농(어)조합법인, 농(어)업회사법인, 농업협동조합, 수산업협동조합, 천",모름,아니오,"['천일염', '장기저장시설', '설치지원']",119200000074
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 어촌계장 등 어촌지도자 지원내용: 교육비 : 무상교육 교육내용 : 어촌 및 수산업발전 자문, 어촌지역간의 갈등 해소, 수산시책 홍보",모름,아니오,['어촌지도자교육지원'],119200000076
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: (지원대상)지방자치단체, 공기업, 천일염 영농(어)조합법인, 농(어)업회사법인, 농업협동조합, 수산업협동조합, 천일염관련 협동조합,",모름,아니오,['천일염포장재지원'],119200000077
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: (지원대상)지방자치단체, 공기업, 천일염 영농(어)조합법인, 농(어)업회사법인, 농업협동조합, 수산업협동조합, 천일염관련 협동조합,",모름,아니오,"['염전', '바닥재', '개선']",119200000078
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 어업인, 생산자단체 등 지원내용: 지게차, 파렛트, 어상자 임차비 50 지원 신청기한: 공고일로부터 2주 신청방법: 방문신청",모름,아니오,"['수산물', '물류환경', '개선']",119200000082
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 한국항로표지기술원 지원내용: 항로표지 전문인력의 양성 및 교육훈련에 관한 사항, 교육프로그램의 개발 및 보급 신청기한: 연중 신청방",모름,아니오,"['항로표지', '전문교육', '지원']",119200000085
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 농수산자조금의 조성 및 운영에 관한 법률에 따라 수산자조금을 조성 운영하는 단체(해수부 소관 비영리법인)로 민법 제32조에 의해 수,모름,아니오,"['어선어업생산자', '단체', '자조금']",119200000097
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: ㅇ 양식어업, 어장시설 등에 사용되는 스티로폼 부표를 인증부표로 교체하려는 자 사업대상자: 수산업법 및 양식산업발전법에 따른 면허나",모름,아니오,"['인증부표', '교체비용', '지원']",119200000109
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 패류 양식과정 중 발생하는 패각을 대상으로 하며, 패각발생이 있는자 지원내용: 국비20, 지방비60, 자부담 20 지원방법: 폐패각",모름,아니오,"['패각', '친환경', '처리지원']",119200000110
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: ㅇ양식산업발전법또는수산종자산업육성법에 따른 면허 및 허가를 취득한 양식장 또는 수산종자생산시설을 운영 중이며, 수산생물질병 관리법에",모름,아니오,"['수산동물질병', '예방백신', '공급']",119200000111
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 양식산업발전법에 따른 양식업자 및 양식업종사자, 수산생물관련단체(대한수산질병관리사회 포함), 병성감정실시기관, 방역수행기관 지원내용",모름,아니오,"['방역사업비', '지원질병', '예찰']",119200000113
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 법에 따른 양식어업인, 수산생물 관련 단체(대한수산질병관리사회 포함), 병성감정실시기관, 방역 수행기관 지원내용: 방역사업비 : 방",모름,아니오,"['수산생물', '방역장비', '지원']",119200000115
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 쏙이 발생하여 경운 등의 유해생물(쏙) 구제사업을 희망하는 어업인, 생산자단체(영어조합법인, 어촌계 등) 등 지원내용: 쏙 구제에 ",모름,아니오,"['쏙', '구제', '장비']",119200000116
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 양식산업발전법에 따른 양식업 면허허가 또는 시험양식업 허가(승인)을 받고 방역교육을 받은 양식어업인, 수산생물질병 관리법에 따른 수",모름,아니오,"['기생충', '구제', '경비']",119200000117
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 낚시터업자, 낚시어선업자(선원 포함) 지원내용: 낚시어선 전문교육 - (교육대상) 낚시어선업자, 낚시어선 선원(선장사무장조리사안전요",모름,아니오,"['낚시', '전문교육', '제공']",119200000118
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 자율관리어업공동체 지원내용: 자율관리공동체 활동실적을 평가하여 우수공동체에 육성사업비 지원 신청기한: 접수기관 별 상이 신청방법: ,모름,아니오,"['자율관리어업', '우수', '공동체']",119200000120
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 농어업농어촌 및 식품산업 기본법 및 농어업경영체 육성 및 지원에 관한 법률에서 규정한 어업인, 어업법인 및 수산관련 생산자단체 양식",모름,아니오,"['양식장', '친환경에너지', '보급']",119200000126
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 국내 물류센터 활수조 이용에 소요되는 경비 지원 신청기한: 별도 공고기한내 신청방법: ,모름,아니오,"['국내', '물류센터', '이용']",119200000128
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 활수조, 냉동냉장상온 창고 보관 및 입출고료, 내륙운송료 등 지원 신청기한: 별도 공고",모름,아니오,"['해외', '공동물류센터', '이용']",119200000129
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 환변동, 미수금, 신용보증, 신용조사 등 리스크에 대한 안전망 구축 소요 경비 지원 신",모름,아니오,"['리스크안전망', '구축']",119200000130
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 수산물수출 관련 개인 또는 단체 지원내용: 품목별 선도조직 구성 및 규모화, 공동 무역현안 대응, 마케팅, 상품 포장 개선, 안전성",모름,아니오,"['수산식품', '선도조직', '육성']",119200000133
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 수산물의 고부가가치화를 위한 유망상품 개발 및 마케팅 등에 필요한 비용 지원 신청기한:,모름,아니오,"['수산식품', '유망상품화']",119200000135
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 글로벌 수산식품 수출 기업 육성을 위해 컨설팅, 상품개발, 해외 마케팅 등에 필요한 비",모름,아니오,"['수산식품', '기업', '바우처']",119200000136
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 할랄, 코셔, msc, asc, global gap 등 수산식품의 경쟁력 강화에 도움이",모름,아니오,"['수산식품', '국제인증', '지원']",119200000137
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 수산기업 해외 거래선 발굴, 현지 인큐베이팅 및 지사화, 무역애로해소 등 지원 신청기한",모름,아니오,"['수산식품', '무역지원센터']",119200000138
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 부스임차료, 기본비품(진열대, 상담테이블 등), 전시품 운송통관비, 통역비 등 박람회 ",모름,아니오,['국제수산식품박람회'],119200000139
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 수산식품을 가공생산하는 개인 또는 단체 지원내용: 수산식품 안전에 필요한 품질관리 및 생산성 제고를 위해 필요한 기기 개선비용 지원,모름,아니오,"['수산식품', '가공설비', '지원']",119200000143
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 활어 무역에 필요한 특수컨테이너 제작비용 지원 신청기한: 별도 공고기한내 신청방법: 방,모름,아니오,"['활어컨테이너', '제작', '지원']",119200000145
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 해외선원묘지 지원내용: 노후 선원묘역묘비 개보수, 국내 이장 지원, 사업신청 홍보 등 신청기한: 모집기간 별도공고 신청방법: 방문신",모름,아니오,"['원양어선원', '해외묘지', '관리']",119200000153
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 한러 어업협상시 양국 우호협력 관계를 고려하여, 러시아 수역에 입어하는 오징어채낚기 어선 조업감시를 위해 감독관 승선 선박운항 경비",모름,아니오,"['러시아감독관', '승선선박', '경비']",119200000154
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 어업경영체 등록을 한 어업생산자(어업인영어조합법인) 및 수협(수협어업권이 있는 경우) 등 지원내용: 지자체에 크레인 등 고가의 수산,모름,아니오,"['수산장비', '임대']",119200000157
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 아래 복지사업별 지원기준을 충족하는 선원과 그 직계가족 - 선원 휴양콘도 운영, 선원가족 장학사업, 선원 무료법률구조사업, 장해 선",모름,아니오,"['선원복지고용센터', '운영']",119200000162
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 수산식품 수출을 위한 현지 바이어 발굴 및 매칭, 무역상담 참가 비용 등 지원 신청기한",모름,아니오,"['수산식품', '무역상담회']",119200000164
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 수산물 수출 관련 개인 또는 단체 지원내용: 온오프라인 b2bb2c 홍보 판촉 행사, 해외 온라인 k씨푸드관 입점 판매, 홍보 콘텐",모름,아니오,['수산물통합마케팅'],119200000165
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 도서벽지(내수면 포함)등 육상의 수리업체와 멀리 떨어져 있어 어업용 기자재의 정기점검수리 등이 어려운 어촌지역 어업인 지원내용: 당,모름,아니오,"['이동수리소', '운영']",119200000166
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 한국원양산업협회 산하 해외수산협력센터 국제협상전문관 지원내용: 전문인력 육성 및 국제수산통상 협상 대응 지원 신청기한: 별도 공고기,모름,아니오,"['해외진출', '및', '협상전문관']",119200000168
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: (특)한국원양산업협회 소속 해외수산협력센터 지원내용: 원양산업 현황, 경영실태 등을 종합적으로 조사하여 원양산업 정책의 기초자료로 ",모름,아니오,"['원양산업', '통계조사']",119200000173
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 연령 : 사업 시행연도 기준 만 18세 이상 만 40세 미만 거주지 : 어업경영기반 해당 시군구에 실제 거주(주민등록 포함) 어업경,모름,아니오,['청년어촌정착지원'],119200000174
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 초, 중, 고등학생 및 대학생, 일반인 지원내용: (해양문화체험프로그램) 해양영토(바닷길, 해양관련 시설 등) 방문(공모 선정) 신",모름,아니오,"['해양문화행사', '및', '해양영토']",119200000176
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210215100024 지원대상: 조건불리지역(도서 및 접경지역)에 거주하는 어업인(어업경영체 등록) 지원내용: 연간 어가당 조건불리직불금 80만원 지급 - 80는 ,모름,아니오,"['조건불리지역', '직접지불제']",119200000191
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210215101429 지원대상: ㅇ시도에서 수산업경영인으로 선정한 사람 지원내용: ㅇ 수산업경영인으로 선정된 사람에게 최대 5억원 융자지원해주고 이자의 일부를 정부,모름,아니오,['수산업경영인육성사업'],119200000192
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210216113425 지원대상: ㅇ 어 선 : 선령 및 톤수제한 없음(원양, 내수면 종사 어선 제외) ㅇ 비어선 : 선령 및 톤수제한 없음(선박법에 따라 등록된 선",모름,아니오,"['enav', '선박단말기', '구매비용']",119200000193
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210406171424 지원대상: 지원 대상 ㅇ 수산자원의 지속가능한 이용을 위하여 휴어 등 강화된 자원보호 의무를 이행하는 어업인등과 수산업법제41조에 따라 허가를,모름,아니오,"['수산자원보호', '직접지불제']",119200000194
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210407130103 지원대상: 1. 배합사료 직불제: 해양수산부 장관이 지정하는 배합사료를 사용하는 어업인 및 법인 등 배합사료가 급이가 현실적으로 어려운 저수온,모름,아니오,"['친환경', '수산물배합사료', '인증']",119200000195
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 다음 각 호의 어느 하나에 해당하지 않는 중소중견기업, 소상공인을 지원 대상함 1. 독점규제 및 공정거래에 관한 법률에서 규정하고 ",모름,아니오,"['원산지검증', '대응', '지원']",122000000003
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 통계교육 취약계층 초등학교 56학년 지원내용: 통계기초이론, 통그라미 활용법, 현장조사를 통한 통계포스터 작성 등 신청기한: 접수기",모름,아니오,"['취약계층', '초등학생', '통계교육']",124000000001
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 아래 해당 요건 모두 충족하는 북한이탈주민(2025년 2월 시행예정으로 개정 추진 중인 관련 법령 및 행정규칙 기준) - 2014년,모름,아니오,"['북한이탈주민', '자산형성', '지원']",125000000004
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 통일부 장관의 보호결정을 받은 북한이탈주민 북한이탈주민의 보호 및 정착지원에 관한 법률 제8조제1항에 근거 지원내용: 북한이탈주민의,모름,아니오,"['북한이탈주민', '정착금', '지원기본금']",125000000014
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 북한이탈주민의 보호 및 정착 지원에 관한 법률 제8조 제1항에 따른 통일부 장관의 보호 결정을 받은 북한이탈주민 지원내용: 고령가산,모름,아니오,"['북한이탈주민', '정착금', '지원가산금']",125000000015
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 기초생활수급자, 장애인, 범죄피해자 등 취약계층 지원내용: 법무부가 변호사 자격자를 법률홈닥터로 채용, 지방자치단체사회복지협의회 등",모름,아니오,"['취약계층', '무료', '법률서비스']",127000000002
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 국적법 제7조제1항제1호에 따른 특별공로자 본인 또는 그 배우자나 직계존비속이 법 제9조에 따라 국적회복허가를 신청하는 경우 국적법,모름,아니오,"['특별공로자', '및', '우수인재']",127000000022
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 국적을 취득한 사람이 국적업무처리지침 제21조에 해당하는 경우 재난 및 안전관리 기본법에 따라 특별재난지역으로 인정되어 피해 지원금,모름,아니오,"['인도적', '사유가', '있는']",127000000023
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 지원대상 : 성폭력아동학대인신매매등범죄 피해자중 만 19세 미만 아동이거나 범죄 피해자인 장애인(장애 의심이 되는 경우에도 지원) ,모름,아니오,"['성폭력', '아동학대', '인신매매등범죄의']",127000000025
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 성폭력아동학대장애인학대인신매매스토킹범죄 피해자 및 성매매 피해아동청소년 지원내용: 성폭력아동학대장애인학대인신매매 및 스토킹범죄 피해,모름,아니오,"['성폭력', '아동학대', '장애인학대인신매매']",127000000026
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 소년원 출원생, 보호관찰 대상자 등 소외계층 청소년 지원내용: 소년원 무의탁 출원생 등 소외계층 청소년에게 그룹홈(gruoup ho",모름,아니오,"['소년원', '출원생', '등']",127000000037
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 타인의 범죄행위로 피해를 당한 사람과 그 배우자, 직계친족, 형제자매 등 지원내용: 범죄피해자의 피해정도 및 보호, 지원의 필요성에",모름,아니오,"['범죄', '피해', '구조금']",128000000001
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 범죄피해자나 중대범죄 신고자 또는 그 친족 등 지원내용: 보복의 우려로 인한 거주지 이전의 경우 이사비용을 지원 신청기한: 접수기관,모름,아니오,"['이전비', '지원']",128000000002
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 범죄행위로 피해를 당한 피해자 본인, 그 배우자, 직계친족 및 4촌 이내의 친족 지원내용: 범죄로 인해 피해를 당한 피해자에게 치료",모름,아니오,"['범죄피해자에', '대한', '경제적']",128000000003
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 범죄수익은닉의 규제 및 처벌 등에 관한 법률 제13조, 범죄수익은닉의 규제 및 처벌 등에 관한 법률 시행령에 따른 몰수 대상 재산이",모름,아니오,"['범죄수익환수', '포상금', '지급']",128000000004
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 부사관 이상의 현역 군인(단, 지원에 의하지 아니하고 임용된 부사관은 제외)의 유족 - 유족 : 군인연금법 제3조 제1항 제4호에 ",모름,아니오,"['군인', '재해보상', '유족급여']",129000000007
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: ㅇ 특수임무수행자: 대통령령이 정하는 기간 중 군 첩보부대에 소속되어 특수임무를 하였거나 이와 관련한 교육훈련을 받은 자로 특수임무,모름,아니오,"['특수임무수행자와', '그', '유족에']",129000000008
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 장병, 군무원, 일반 국민 지원내용: 군 인권 관련 진정 및 상담 신청기한: 접수기관 별 상이 신청방법: 기타 온라인신청방문신청",모름,아니오,"['장병', '인권상담', '지원']",129000000009
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20201217142613 지원대상: 전역예정장병 지원내용: 전직지원교육 전직상담(경력상담 포함) 그 외 취업지원 신청기한: 사업별 상이 신청방법: 기타 온라인신청,모름,아니오,"['전역예정군인', '재취업', '지원']",129000000013
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20220104141456 지원대상: 1948년 8월 15일부터 1953년 7월27일까지의 기간 동안 국군조직법에 다른 국군이 아닌 신분으로 다음 각 목의 조직이나 부대,모름,아니오,"['625', '비정규군', '공로자']",129000000014
